Car_ID,Brand,Model,Year,Fuel_Type,Transmission,Color,Owner_Type,Mileage_kmpl,Price_Lakh,Provider,Policy_Number,Expiry_Date,Status,Owner_Name,Contact,City,Purchase_Year,Sale_Price_Lakh,Sale_Date,Service_Type,Service_Date,Service_Cost,Service_Center
C1447,Maruti,XUV500,2011,Diesel,Manual,Red,Fourth,10.65,45.74,"Bajaj Allianz",POL256240,2024-03-08,Expired,Owner_447,"+91 9246996466",Lucknow,2012,17.5,2022-09-29,"Battery Replacement",2023-01-24,11804,CarZ
C1448,Ford,XUV500,2016,Hybrid,Automatic,Grey,Second,18.97,30,"HDFC Ergo",POL916277,2023-06-25,Expired,Owner_448,"+91 9453902783",Chennai,2012,26.06,2022-11-12,"Oil Change",2020-08-16,11077,"Speed Garage"
C1449,Tata,Polo,2021,CNG,Manual,Blue,First,15.69,30.43,"SBI General",POL426658,2023-02-16,Expired,Owner_449,"+91 9117395897",Kolkata,2021,42.14,2023-04-06,"Battery Replacement",2023-07-09,5880,"Speed Garage"
C1450,Hyundai,Seltos,2011,Electric,Automatic,Red,First,21.77,13.53,"Reliance General",POL463568,2024-06-10,Active,Owner_450,"+91 9378489638",Jaipur,2014,28.42,2023-08-16,"Tyre Change",2023-10-09,15935,FastFix
C1451,Volkswagen,Nexon,2005,Electric,Automatic,Red,Second,10.26,3.97,"TATA AIG",POL692651,2023-06-06,Expired,Owner_451,"+91 9847523272",Mumbai,2006,13.85,2023-01-30,"Battery Replacement",2023-06-23,13606,FastFix
C1452,Toyota,City,2016,CNG,Manual,Black,Fourth,21.28,24.74,"Reliance General",POL759237,2023-01-03,Active,Owner_452,"+91 9809575544",Delhi,2019,43.96,2023-12-05,"Battery Replacement",2023-10-02,14968,"Speed Garage"
C1453,Toyota,Polo,2008,CNG,Automatic,White,Second,20.14,25.75,"TATA AIG",POL738152,2023-05-17,Active,Owner_453,"+91 9782865798",Kolkata,2018,42.99,2023-12-27,"Brake Service",2022-05-17,10097,"Speed Garage"
C1454,Hyundai,Swift,2023,Hybrid,Automatic,Green,Fourth,10.21,9.68,"Reliance General",POL797934,2023-11-24,Expired,Owner_454,"+91 9132973110",Hyderabad,2013,30.3,2022-09-03,"Oil Change",2023-05-26,12090,"Speed Garage"
C1455,Maruti,Creta,2008,Hybrid,Automatic,Yellow,Fourth,20.39,6.94,"ICICI Lombard",POL809056,2023-04-12,Active,Owner_455,"+91 9546250309",Pune,2010,23.92,2022-03-05,"Full Service",2021-06-29,10953,"Speed Garage"
C1456,Mahindra,Duster,2024,Diesel,Automatic,Black,Second,13.04,10.16,"SBI General",POL451967,2024-01-16,Active,Owner_456,"+91 9576259941",Pune,2024,42.13,2023-11-02,"Tyre Change",2022-04-15,10346,AutoCare
C1457,Toyota,Innova,2007,CNG,Manual,Green,Third,22.16,4.94,"SBI General",POL444355,2023-12-19,Expired,Owner_457,"+91 9635567158",Mumbai,2024,16.65,2022-09-15,"Full Service",2020-08-08,9307,"Speed Garage"
C1458,Ford,Ecosport,2006,Electric,Automatic,White,Second,24.83,49.61,"ICICI Lombard",POL265069,2024-03-23,Expired,Owner_458,"+91 9646746501",Ahmedabad,2018,13.42,2023-06-22,"Brake Service",2023-01-09,13692,CarZ
C1459,Honda,Swift,2016,Hybrid,Automatic,Green,Second,13.7,23.95,"SBI General",POL585125,2024-12-29,Active,Owner_459,"+91 9198231285",Hyderabad,2020,49.13,2022-12-04,"Tyre Change",2023-07-29,6448,FastFix
C1460,Toyota,City,2024,CNG,Manual,Yellow,First,23.86,3.71,"HDFC Ergo",POL352512,2024-07-19,Active,Owner_460,"+91 9511588903",Mumbai,2023,34.69,2022-03-28,"Oil Change",2023-02-24,19646,CarZ
C1461,Toyota,Nexon,2007,Diesel,Manual,Yellow,Third,12.92,29.02,"TATA AIG",POL600431,2023-05-10,Expired,Owner_461,"+91 9230264275",Jaipur,2020,44.34,2022-03-16,"Brake Service",2023-08-09,16105,Mechanix
C1462,Honda,Innova,2010,Electric,Automatic,Green,First,23.76,18.66,"Reliance General",POL709214,2024-02-22,Expired,Owner_462,"+91 9682467076",Pune,2008,6.32,2022-04-27,"Brake Service",2022-10-19,2735,CarZ
C1463,Renault,Nexon,2015,Diesel,Automatic,Silver,Fourth,12.17,11.61,"SBI General",POL898710,2024-01-11,Expired,Owner_463,"+91 9540891682",Pune,2005,15.87,2023-07-17,"Full Service",2020-07-20,14857,FastFix
C1464,Ford,Ecosport,2019,Electric,Automatic,White,Second,19.1,32.92,"SBI General",POL653026,2023-04-15,Active,Owner_464,"+91 9258296782",Chennai,2012,33.67,2023-04-06,"Battery Replacement",2020-07-28,17400,CarZ
C1465,Mahindra,Duster,2021,Diesel,Manual,Green,First,19.92,22.53,"SBI General",POL728352,2024-05-11,Expired,Owner_465,"+91 9122121802",Jaipur,2009,6.4,2022-05-14,"Brake Service",2020-02-21,19430,Mechanix
C1466,Mahindra,City,2022,Diesel,Manual,Black,Third,13.75,42.49,"TATA AIG",POL113739,2024-08-08,Active,Owner_466,"+91 9665117963",Lucknow,2024,39.71,2023-01-05,"Tyre Change",2020-01-10,5466,FastFix
C1467,Renault,Polo,2009,CNG,Automatic,Silver,Third,17.1,42.46,"TATA AIG",POL503912,2024-07-04,Expired,Owner_467,"+91 9149101410",Delhi,2020,10.27,2022-03-31,"Engine Repair",2022-09-08,19269,Mechanix
C1468,Honda,Creta,2005,Diesel,Automatic,White,First,21.84,26.48,"Reliance General",POL514594,2024-05-24,Active,Owner_468,"+91 9298625819",Delhi,2010,37.72,2022-03-13,"Engine Repair",2022-02-08,6119,FastFix
C1469,Renault,Polo,2010,CNG,Manual,Yellow,Second,24.37,44.62,"HDFC Ergo",POL465229,2024-08-31,Active,Owner_469,"+91 9711815882",Lucknow,2012,15.56,2022-04-20,"Battery Replacement",2023-03-03,13097,"Speed Garage"
C1470,Tata,Nexon,2012,Electric,Automatic,White,Fourth,14.09,38.01,"HDFC Ergo",POL647886,2023-02-08,Expired,Owner_470,"+91 9388992788",Jaipur,2019,12.32,2023-10-10,"Engine Repair",2020-09-12,19258,AutoCare
C1471,Volkswagen,XUV500,2017,Hybrid,Automatic,Green,Third,16.04,43.43,"SBI General",POL223915,2024-04-13,Active,Owner_471,"+91 9189810034",Kolkata,2009,4.95,2022-10-04,"Battery Replacement",2022-10-13,11467,CarZ
C1472,Toyota,Innova,2017,CNG,Manual,Red,First,19.06,30.04,"ICICI Lombard",POL105466,2023-03-22,Active,Owner_472,"+91 9833804735",Kolkata,2023,10.34,2023-10-05,"Tyre Change",2020-04-19,3570,FastFix
C1473,Toyota,Swift,2010,CNG,Manual,Grey,Third,15.9,24.82,"Bajaj Allianz",POL938043,2024-10-15,Active,Owner_473,"+91 9870800005",Ahmedabad,2010,15.31,2023-02-08,"Battery Replacement",2021-07-23,13832,CarZ
C1474,Honda,Seltos,2018,Hybrid,Manual,White,Second,14.33,13.86,"TATA AIG",POL124216,2024-06-24,Expired,Owner_474,"+91 9143063726",Pune,2005,36.1,2022-05-12,"Tyre Change",2021-12-13,15665,Pitstop
C1475,Volkswagen,Nexon,2013,Electric,Automatic,Red,Fourth,12.41,26.48,"Bajaj Allianz",POL858540,2024-06-07,Expired,Owner_475,"+91 9520532154",Ahmedabad,2023,14.36,2023-10-09,"Brake Service",2023-11-15,7336,CarZ
C1476,Tata,City,2015,Petrol,Manual,Black,Fourth,23.17,19.48,"Reliance General",POL915166,2023-04-29,Expired,Owner_476,"+91 9931544293",Jaipur,2008,20.22,2023-06-30,"Brake Service",2023-04-08,12998,Mechanix
C1477,Hyundai,Duster,2014,Diesel,Manual,Blue,Fourth,16.1,32.85,"Bajaj Allianz",POL931737,2023-04-20,Expired,Owner_477,"+91 9634737477",Jaipur,2014,2.19,2023-10-08,"Engine Repair",2022-05-26,5954,FastFix
C1478,Hyundai,Creta,2019,Electric,Manual,Silver,Third,21.15,33.51,"TATA AIG",POL122585,2024-01-03,Expired,Owner_478,"+91 9792849443",Pune,2024,26.05,2022-05-13,"Full Service",2021-04-21,10952,FastFix
C1479,Kia,Innova,2008,CNG,Manual,Green,First,11.32,11.03,"HDFC Ergo",POL420072,2023-09-08,Expired,Owner_479,"+91 9506164448",Mumbai,2013,23.83,2023-02-28,"Tyre Change",2021-11-03,3293,Pitstop
C1480,Honda,XUV500,2005,Hybrid,Manual,Silver,Third,11.91,34.39,"ICICI Lombard",POL885061,2024-08-11,Active,Owner_480,"+91 9745117606",Ahmedabad,2016,10.39,2023-01-07,"Tyre Change",2022-01-13,13589,FastFix
C1481,Tata,Creta,2016,Electric,Manual,Red,First,22.22,46.73,"Bajaj Allianz",POL763418,2024-11-12,Expired,Owner_481,"+91 9781163116",Hyderabad,2005,42.66,2023-08-04,"Battery Replacement",2021-04-25,19183,CarZ
C1482,Maruti,Duster,2018,Electric,Automatic,Silver,Second,20.67,30.25,"SBI General",POL857900,2023-09-18,Active,Owner_482,"+91 9859227620",Chennai,2006,16.53,2022-03-21,"Tyre Change",2021-04-05,13503,FastFix
C1483,Hyundai,Creta,2011,Petrol,Automatic,Black,Third,11.83,19.01,"ICICI Lombard",POL833652,2023-08-15,Active,Owner_483,"+91 9941998686",Pune,2008,26.23,2022-11-27,"Battery Replacement",2023-06-21,14926,CarZ
C1484,Toyota,Innova,2023,Diesel,Manual,Blue,Fourth,17.12,25.38,"Reliance General",POL692217,2023-06-12,Expired,Owner_484,"+91 9153824901",Mumbai,2024,22.24,2022-06-07,"Engine Repair",2021-12-02,18779,"Speed Garage"
C1485,Hyundai,Ecosport,2013,Electric,Automatic,Red,First,24.62,6.68,"Reliance General",POL668262,2023-09-12,Expired,Owner_485,"+91 9496160008",Ahmedabad,2012,46.69,2023-10-30,"Tyre Change",2023-12-14,10031,FastFix
C1486,Renault,Swift,2015,Hybrid,Automatic,Black,Second,10.74,41.53,"HDFC Ergo",POL281056,2023-05-11,Expired,Owner_486,"+91 9767217071",Delhi,2014,40.81,2023-11-19,"Full Service",2023-05-02,2247,AutoCare
C1487,Renault,City,2009,CNG,Automatic,White,Third,19.32,11.84,"ICICI Lombard",POL326044,2024-08-06,Expired,Owner_487,"+91 9565246499",Kolkata,2007,27.38,2022-04-28,"Brake Service",2022-08-30,10268,FastFix
C1488,Mahindra,City,2023,CNG,Automatic,Yellow,Third,15.03,42.45,"TATA AIG",POL714136,2023-07-12,Active,Owner_488,"+91 9795857992",Pune,2021,43.9,2023-07-30,"Tyre Change",2022-11-05,4772,Mechanix
C1489,Tata,Seltos,2015,CNG,Manual,Red,Third,24.74,4.73,"HDFC Ergo",POL344113,2023-10-24,Expired,Owner_489,"+91 9167589151",Hyderabad,2011,38.82,2023-05-26,"Full Service",2023-12-15,6600,"Speed Garage"
C1490,Tata,Seltos,2020,Diesel,Manual,Silver,Fourth,15.86,5.64,"Reliance General",POL924640,2024-04-12,Active,Owner_490,"+91 9964482023",Mumbai,2006,23.11,2023-10-15,"Brake Service",2022-08-12,9010,Pitstop
C1491,Honda,Creta,2018,Petrol,Automatic,Red,First,21.24,49.77,"SBI General",POL211917,2024-08-14,Active,Owner_491,"+91 9132380693",Lucknow,2005,49.5,2023-07-29,"Oil Change",2023-03-28,19102,Mechanix
C1492,Hyundai,Innova,2008,Hybrid,Manual,Green,First,16.69,15.97,"HDFC Ergo",POL800613,2024-02-12,Expired,Owner_492,"+91 9645713366",Kolkata,2009,8.33,2023-05-09,"Oil Change",2023-06-02,8108,AutoCare
C1493,Honda,Nexon,2007,Diesel,Automatic,White,Third,10.1,17.15,"TATA AIG",POL925147,2024-04-18,Expired,Owner_493,"+91 9829909009",Pune,2018,8.03,2023-02-25,"Full Service",2023-09-25,5032,Pitstop
C1494,Volkswagen,Creta,2013,Hybrid,Automatic,Yellow,Third,22.87,29.79,"Bajaj Allianz",POL645024,2023-10-11,Active,Owner_494,"+91 9428349826",Bangalore,2009,15.13,2022-10-19,"Brake Service",2020-12-08,17937,Pitstop
C1495,Hyundai,Polo,2020,Petrol,Automatic,Black,Second,22.88,23.48,"Bajaj Allianz",POL725234,2024-05-28,Active,Owner_495,"+91 9947009957",Pune,2017,42.08,2023-08-11,"Tyre Change",2022-06-25,6044,AutoCare
C1496,Tata,Ecosport,2016,CNG,Manual,Blue,Second,19.51,5.88,"TATA AIG",POL679694,2023-10-23,Expired,Owner_496,"+91 9896927351",Delhi,2020,37.63,2023-02-15,"Engine Repair",2020-01-30,8249,FastFix
C1497,Ford,Seltos,2018,Diesel,Automatic,Silver,Fourth,18.57,21.7,"SBI General",POL714733,2023-01-01,Active,Owner_497,"+91 9258020014",Kolkata,2019,27.11,2023-03-19,"Oil Change",2021-05-15,6557,Mechanix
C1498,Honda,Seltos,2017,Electric,Manual,Silver,Third,22.82,36.73,"HDFC Ergo",POL841963,2023-06-11,Expired,Owner_498,"+91 9146357482",Ahmedabad,2020,9.11,2023-12-05,"Full Service",2020-05-02,2472,Mechanix
C1499,Honda,Swift,2016,CNG,Manual,Silver,Third,12.87,10.17,"Reliance General",POL477174,2023-07-30,Active,Owner_499,"+91 9125925645",Kolkata,2022,34.59,2022-07-29,"Brake Service",2022-05-13,2964,CarZ
